Lemma;s.Genitiv;es.Genitiv
Gehöft;3;0
Gehörgang;3;2
Geigerzähler;3;0
Geldmangel;3;0
Gelenk;3;10
Gelierzucker;3;0
Gelingen;3;0
Gemeindespital;3;0
Gemeindetag;3;0
Gemüsegarten;3;0
Genetiker;3;0
Gentechnikkonzern;3;0
Geocachen;3;0
Gepäckträger;3;0
Gesamtbewusstsein;3;0
Gesamtgeschehen;3;0
Gesamtpaket;3;0
Gesamtprodukt;3;0
Gesamtprogramm;3;0
Gesamtprojekt;3;8
Geschichten-Erzählen;3;0
Geschmacksmusterrecht;3;0
Geschäftsbetrieb;3;0
Gesellschafter;3;0
Gesellschaftskörper;3;0
Gestalter;3;0
Gestaltungs-Wettbewerb;3;0
Gestaltungsbeirat;3;3
Gesundheitszustand;3;11
Gewahrsein;3;0
Giftmüll;3;0
Girokonto;3;0
Gitter;3;0
Glaspalast;3;1
Glauberg;3;0
Glockenturm;3;0
Glossar;3;0
Gläschen;3;0
Glücklichsein;3;0
Glücksgefühl;3;0
Glückspiel;3;0
Glücksspielstaatsvertrag;3;4
Gnome-Desktop;3;0
Gnome-Projekt;3;1
Goethe-Gymnasium;3;0
Goldstandard;3;0
Golem;3;0
Google-Konzern;3;0
Gott;3;189
Grabenhotel;3;0
Grabstein;3;0
Grafikchip;3;0
Grafikkartentreiber;3;0
Grandhotel;3;0
Grillen;3;0
Groll;3;0
Grossmeister;3;0
Grundeigentümer;3;0
Grundprinzip;3;0
Grundsicherungsbetrag;3;0
Grundwassermanagement;3;0
Grunzen;3;0
Gruppenmitglied;3;1
Größenwahn;3;0
Grübeln;3;0
Grünenpolitiker;3;0
Guggenheim-Museum;3;0
Gummi;3;0
Gut;3;36
Gutscheinsportal;3;0
Gähnen;3;0
Gänseblümchen;3;0
Gästeblock;3;0
HIV-Infektionsrisiko;3;0
HTML-Tag;3;0
Haar;3;11
Haben;3;0
Hafenforum;3;0
Haftbefehl;3;0
Haftungsrisiko;3;0
Halbtrockenrasen;3;0
Hall;3;0
Hamas-Funktionär;3;0
Handling;3;0
Handspiel;3;0
Harem;3;0
Hartz-IV-Empfänger;3;0
Hauptblog;3;0
Hauptmenü;3;0
Hauptproblem;3;0
Hauptprogramm;3;1
Hauptprüfverfahren;3;0
Hauptteig;3;5
Hauptteil;3;6
Hausflur;3;1
Hausfriedensbruch;3;0
Haushaltsbudget;3;0
Hebammenwesen;3;0
Heer;3;38
Heidentum;3;0
Heimserver;3;0
Helikopter;3;0
Helm-Knabenkraut;3;0
Herrschaftsanspruch;3;0
Herrschertitel;3;0
Herstellen;3;0
Herzfehler;3;0
Himmelshintergrund;3;2
Hinsehen;3;0
Hinweg;3;0
Hissen;3;0
Hochadel;3;0
Hochmut;3;1
Hochschulbetrieb;3;0
Hochschulstudium;3;0
Hochverrat;3;0
Hohn;3;1
Hollywood-Kino;3;0
Holzeinschlag;3;1
Homo-Mahnmal;3;0
Horror-Film;3;0
Horrorszenario;3;0
Humboldt-Pinguin;3;0
Hummer;3;0
Hundehalter;3;0
Hutmacher;3;0
Hut;3;4
Häkchen;3;0
Häuptling;3;0
Häuschen;3;0
Höhenflug;3;0
Hörsinn;3;3
Hörverlust;3;1
IT-Dienstleister;3;0
IT-Verband;3;0
Identitätsmanagement;3;0
Illustrator;3;0
Imam;3;0
Imker;3;0
Immobilienvermögen;3;0
Imperativ;3;0
Indianerhäuptling;3;0
Indianer;3;0
Industriedenkmal;3;0
Industrieverband;3;2
Infodump;3;0
Informationsangebot;3;6
Informationsgehalt;3;0
Infrastrukturministerium;3;0
Innenpolitiker;3;0
Innenraum;3;1
Innovationsmanager;3;0
Instapaper-Entwickler;3;0
Instrumentarium;3;0
Interessenkonflikt;3;2
Interieur;3;0
Internet-Anbieter;3;0
Internet-Auftritt;3;0
Internet-Boom;3;0
Internet-Zeitalter;3;0
Internetbrowser;3;0
Internetforum;3;0
Internetradio;3;0
Internetvertrieb;3;0
Intershop;3;0
Investitionsprogramm;3;0
Investment;3;0
Jagen;3;0
Jahresnettoeinkommen;3;0
Jeep;3;0
Jesuitenorden;3;0
Job-Center;3;0
Job-System;3;0
Jogging;3;0
Joghurt;3;0
Joystick;3;0
Jugendschutzsystem;3;0
Jugendtheater;3;0
Jura;3;0
Jurymitglied;3;0
Jüdischsein;3;0
Jünger;3;0
Jüngling;3;0
Kabelfernsehen;3;0
Kaff;3;0
Kaisertum;3;0
Kalifat;3;0
Kanadier;3;0
Kanzleramtsminister;3;0
Kapitol;3;0
Karikaturenstreit;3;0
Karren;3;0
Kartenausschnitt;3;0
Kassierer;3;0
Kata;3;0
Katzenklo;3;0
Kegelclub;3;0
Keim;3;0
Kettenraucher;3;0
Keyboarder;3;0
Keyword;3;0
Kieferknochen;3;0
Kindergartenkind;3;1
Kinderkrebsregister;3;0
Kinderkriegen;3;0
Kindermädchen;3;0
Kinderschänder;3;0
Kinderspielzeug;3;0
Kinderzimmer;3;0
Kind;3;896
Kircheninterieur;3;0
Kirchturm;3;0
Kitsch;3;0
Kitten;3;0
Klassenrat;3;0
Kleinbürger;3;0
Kleinbürgertum;3;0
Kleingartenwesen;3;0
Kleingärtnerverein;3;0
Klinikaufenthalt;3;0
Know-how;3;0
Knäuel;3;0
Kochwasser;3;0
Kohlebecken;3;0
Kohlebergbau;3;0
Kokain;3;0
Komfort;3;0
Kommandeur;3;0
Kommandozeilentool;3;0
Kommunalunternehmen;3;0
Kommunikationsbüro;3;0
Kommunikationsmedium;3;0
Kommunikationssystem;3;0
Kommunizieren;3;0
Kompliment;3;1
Komplott;3;0
Komposthaufen;3;0
Konstrukteur;3;0
Konsumterror;3;0
Kontaktformular;3;0
Kontext;3;20
Kontrakt;3;0
Kontrollgremium;3;0
Kontrollverlust;3;8
Konvoi;3;0
Konzernlenker;3;0
Konzertkristall;3;0
Konzessionsinhaber;3;0
Konzessionsvertrag;3;4
Kopfbahnhof;3;2
Kopiervorgang;3;2
Kormoran;3;0
Kraftfahrzeug;3;2
Kraftwerkspark;3;0
Krankenhausträger;3;0
Krankenzimmer;3;0
Kriegsverbrechen;3;0
Krisenstab;3;1
Kulturangebot;3;0
Kulturbereich;3;1
Kulturförderprogramm;3;0
Kultursommer;3;0
Kulturzentrum;3;0
Kunstbegriff;3;2
Kunstgriff;3;0
Kunstschaffen;3;0
Kuriositätenkabinett;3;0
Kutscher;3;0
Kämmerer;3;0
Kämpfen;3;0
Kästchen;3;0
Köcheln;3;0
Kölner;3;0
Küchenfenster;3;0
Künstler-Duo;3;0
Künstlernamen;3;0
Kürzel;3;0
Laboratorium;3;0
Labyrinth;3;2
Ladendiebstahl;3;0
Lagerstättenwasser;3;0
Landarbeiter;3;0
Landesarbeitsgericht;3;1
Landesjugendring;3;0
Landesnaturschutzverband;3;0
Landesparteitag;3;8
Landesverrat;3;0
Landeswahlleiter;3;0
Landraub;3;1
Langobardenkönig;3;0
Laptopwagen;3;0
Laserzentrum;3;0
Lastgang;3;0
Lastmanagement;3;0
Launch;3;6
Lautertal;3;0
Leadsänger;3;0
Lebensalter;3;0
Lebensbaum;3;3
Lebensbereich;3;1
Lebensentwurf;3;4
Lebensmitteleinzelhandel;3;0
Lebensmittelrecht;3;0
Lehen;3;0
Lehrling;3;0
Leistungsempfang;3;0
Leistungsvergleich;3;0
Leitungswasser;3;0
Lernbegleiter;3;0
Lernstoff;3;4
Lernvideo;3;0
Lesegerät;3;3
Lesevergnügen;3;0
Lesevorgang;3;0
Lichtkegel;3;0
Lichtschalter;3;0
Liebling;3;0
Lieblingsblog;3;0
Lieblingsbrowser;3;0
Lieblingsbruder;3;0
Liedchen;3;0
Linux-Betriebssystem;3;0
Linux-Magazin;3;0
Lippenstift;3;0
Lise-Meitner-Gymnasium;3;0
Liveticker;3;0
Lob;3;39
Lockscreen;3;0
Log;3;0
Lohndumping;3;0
Lokalblatt;3;1
Lord;3;0
Luftraum;3;3
Luftverkehr;3;0
Luxuswohnen;3;0
Löschen;3;0
Machen;3;0
Machtapparat;3;1
Machthaber;3;0
Magnetstreifen;3;0
Mahé-Brillenvogel;3;0
Mailing;3;0
Makler;3;0
Mammografie-Screening;3;0
Mammutprojekt;3;0
Mammutwerk;3;0
Managementbegriff;3;0
Managementsystem;3;0
Mann;3;705
Manöver;3;0
Marienkäfer;3;0
Marinefliegergeschwader;3;0
Markennamen;3;0
Massenkonsum;3;0
Massenpublikum;3;0
Massenwohnungsbau;3;0
Mathelehrer;3;0
Mauerquartett;3;0
Mauerstreifen;3;0
Maulwurf;3;0
Maßnahmenpaket;3;0
Maßregelvollzug;3;0
Median-Pro-Kopf-Haushaltseinkommen;3;0
Medianeinkommen;3;0
Mediaplayer;3;0
Medienangebot;3;1
Medienrummel;3;0
Medienvormittag;3;0
Melodram;3;0
Menschenbild;3;10
Menüeintrag;3;0
Menüsystem;3;0
Mesozoikum;3;0
Messen;3;0
Mietniveau;3;0
Milchdrüsensystem;3;0
Militärbudget;3;0
Milliardär;3;0
Millimeter;3;0
Mirabellgarten;3;0
Mischpult;3;2
Misslingen;3;0
Miteinander-Umgehen;3;0
Mitgestalten;3;0
Mitgliedervotum;3;0
Mitgliedsbeitrag;3;4
Mitschnitt;3;0
Mitspracherecht;3;0
Mittelhandknochen;3;0
Mittwoch;3;0
Mobbing;3;0
Mobilfunkprovider;3;0
Mohn;3;1
Monatsbeitrag;3;0
Monatsmagazin;3;0
Moped;3;0
Moscheebau;3;0
Motorradfahrer;3;0
Mullah-Führer;3;0
Mundwerk;3;1
Musikmachen;3;0
Musiktheater;3;0
Männerfußball;3;0
Möglichmachen;3;0
NFC-Forum;3;0
NPD-Verbot;3;2
NS-Politiker;3;0
Nachbau;3;0
Nachrichtenportal;3;0
Nachrichtenredakteur;3;0
Nachrichtensprecher;3;0
Nachruf;3;0
Nadelspiel;3;0
Nahost-Quartett;3;0
Nahrungsmittel;3;0
Namensraum;3;0
Namensvetter;3;0
Nanosilber;3;0
Naturfilm;3;0
Naturforscher;3;0
Naturpark;3;0
Naturrecht;3;0
Naturschutzrecht;3;0
Naturverbrauch;3;0
Neandertaler;3;0
Neger;3;0
Neolithikum;3;0
Neonazi;3;0
Network;3;0
Netzanbieter;3;0
Netzentwicklungsplan;3;0
Netzumbau;3;0
Netzwerktreffen;3;0
Neubauprojekt;3;0
Neuntklässler;3;0
Newsreader;3;0
Nichtstun;3;0
Nichtvorhandensein;3;0
Nierenleiden;3;0
Nordflügel;3;0
Nordpolarmeer;3;0
Nordwesten;3;0
Normalbürger;3;0
Normalvolk;3;0
Norweger;3;0
Notstand;3;0
Novemberpogrom;3;0
Nutzernamen;3;0
Nutzerprofil;3;0
Nutzerverhalten;3;0
Nutzungsrecht;3;1
Nutzungsvorgang;3;0
Nvidia-Treiber;3;0
OP-Plan;3;0
ORF-Theater;3;0
Obdachlosenheim;3;0
Oberlehrer;3;0
Oberschenkelknochen;3;0
Oktoberfest;3;8
Oleander;3;0
Online-Animationstool;3;0
Online-Frühstück;3;0
Online-Geschäft;3;0
Online-Rollenspiel;3;0
Online-Spiel;3;0
Online-Vermarkter;3;0
Onlinehandel;3;0
Onlinejournal;3;0
Onlineshop;3;0
Operator;3;0
Ordnungsamt;3;11
Original-Video;3;0
Ortsteil;3;0
Oslo-Abkommen;3;0
Osterfest;3;5
Ostkontinent;3;5
Ostpark;3;0
Ottomotor;3;0
Oval;3;0
PEN-Club;3;0
PV-Ausbau;3;0
Paketbau-Team;3;0
Paketbau;3;0
Paketverwalter;3;0
Palastleben;3;0
Palla;3;0
Panamakanal;3;0
Panaschieren;3;0
Panzerregiment;3;0
Papierkonzern;3;0
Papstbesuch;3;4
Parallelhandel;3;0
Parmesan;3;0
Parteiausschlussverfahren;3;0
Parteichef;3;0
Parteienspektrum;3;0
Parteileben;3;0
Parteinamen;3;0
Parteiobmann;3;0
Parteiprojekt;3;0
Pavillon;3;0
Pech-Award;3;0
Pegel;3;0
Pensionsantrittsalter;3;0
Pensionssystem;3;0
Pergamon-Museum;3;0
Personalrat;3;1
Pfandbon;3;0
Pfeiler;3;0
Pferd;3;30
Pflegevater;3;0
Pflänzchen;3;0
Pförtner;3;0
Pharma-Jahrmarkt;3;0
Pharma-Marketing;3;0
Pier;3;0
Piktogramm;3;0
Piratenthema;3;0
Pizzateig;3;0
Plagiieren;3;0
Planungsverfahren;3;0
Plasmaspiegel;3;0
Plattenlabel;3;0
Platzen;3;0
Playboy;3;0
Poem;3;0
Politcamp;3;0
Politikbetrieb;3;2
Politikreferat;3;3
Politmagazin;3;0
Polizeisprecher;3;0
Polizeiwagen;3;0
Polo-Shirt;3;0
Polsprung;3;0
Pop-Star;3;0
Popup;3;0
Porno;3;0
Postamt;3;4
Pott;3;0
Power-Trio;3;0
Praktizieren;3;0
Presbyterium;3;0
Presse-Leistungsschutzrecht;3;1
Presseartikel;3;0
Presseprodukt;3;0
Presseverleger;3;0
Primärenergieträger;3;0
Primärrecht;3;0
Privatdetektiv;3;0
Privatisierungswahn;3;0
Problembewusstsein;3;0
Produktsortiment;3;0
Profifußball;3;0
Programm-Icon;3;0
Projektbudget;3;0
Projekthandbuch;3;1
Prosagedicht;3;0
Provinzgouverneur;3;0
Provokateur;3;0
Präparat;3;0
Präsentieren;3;0
Prüfling;3;0
Psychiater;3;0
Pubertieren;3;0
Publikumsliebling;3;0
Pub;3;0
Pulver;3;0
Punk;3;0
Quastenflosser;3;0
Quellpaket;3;0
Rabatt;3;1
Radeln;3;0
Radsport;3;0
Rassismusvorwurf;3;0
Ratsmitglied;3;0
Raubbau;3;0
Raum-Zeit-Sprung;3;0
Reaktordruckbehälter;3;0
Receiver;3;0
Rechtschreibduden;3;0
Rechtsfrieden;3;0
Redigieren;3;0
Reformationsjubiläum;3;0
Regierungshandeln;3;0
Regierungsprogramm;3;0
Regionalverkehr;3;0
Reglement;3;0
Reichskriminalpolizeiamt;3;0
Rekordmeister;3;0
Religionsgründer;3;0
Reminder;3;0
Renovieren;3;0
Renteneintritt;3;0
Residenzmuseum;3;0
Ressourcenhunger;3;0
Rettungspaket;3;0
Revolutionsbegriff;3;0
Richtfest;3;2
Riesenkalmar;3;0
Riff;3;0
Rinderbraten;3;0
Rollback;3;0
Rollenspielerdasein;3;0
Rollstuhl;3;7
Romanautor;3;0
Rosengarten;3;0
Rotlichtviertel;3;0
Ruhestand;3;3
Rundfunkrat;3;2
Rundfunksender;3;0
Römerlager;3;0
SPD-Ortsverein;3;0
SPD-Parteivorstand;3;3
SZ-Magazin;3;0
Sabbat;3;0
Sachsenhain;3;0
Salon;3;0
Sammelband;3;13
Sammler;3;0
Sandkorn;3;0
Sarkophag;3;0
Schachspiel;3;0
Schalke-Spiel;3;0
Schambein;3;0
Schauen;3;0
Schaufenster;3;0
Scheich;3;0
Scheiterhaufen;3;0
Schießbefehl;3;0
Schildbürgertum;3;0
Schild;3;28
Schlachthof;3;0
Schlagersänger;3;0
Schlagzeuglernen;3;0
Schlagzeug;3;0
Schlamassel;3;0
Schlauch;3;8
Schlossgarten;3;0
Schläger;3;0
Schneefall;3;0
Schneemann;3;1
Schnittmuster;3;0
Schnitzel;3;0
Schnupfen;3;0
Schokoriegel;3;0
Schornsteinfegermonopol;3;0
Schrank;3;7
Schreibdenken;3;0
Schreiberling;3;0
Schrein;3;0
Schriftwerk;3;1
Schulentwicklungsplan;3;1
Schulleben;3;0
Schulmeister;3;0
Schultergelenk;3;0
Schulversuch;3;0
Schuppen;3;0
Schutzniveau;3;0
Schutzwall;3;0
Schwamm;3;0
Schwangerschaftstest;3;0
Schwarzbach;3;7
Schwarzwald;3;13
Schwerpunktprogramm;3;0
Schwimmbad;3;6
Schwimmsport;3;0
Schwitzen;3;0
Schädel-Hirn-Trauma;3;0
Schälchen;3;0
Schönrechnen;3;0
Schöpferdasein;3;0
Science-Fiction-Film;3;0
Seehandel;3;0
Seelenfrieden;3;0
Segel;3;0
Segler;3;0
Selbst-Verschulden;3;0
Selbstbetrug;3;1
Selbsttest;3;0
Senden;3;0
Senf;3;0
Seniorenbeirat;3;3
Seniorensport;3;0
Seniorentelefon;3;0
Serienmörder;3;0
Service-Pack;3;0
Settlement;3;0
Setzen;3;0
Siegerteam;3;0
Siegeszug;3;0
Sigma;3;0
Signet;3;0
Skateboarden;3;0
Skateboard;3;0
Skatepark;3;0
Sneaker;3;0
Social-Media-Engagement;3;0
Sockeleinkommen;3;0
Sofortvollzug;3;0
Softwareprojekt;3;0
Soja-Moratorium;3;0
Soldatenkönig;3;0
Sommelier;3;0
Sommermorgen;3;0
Sonderberichterstatter;3;0
Sonderheft;3;2
Songwriter;3;0
Sonntagmorgen-Sportteam;3;0
Sowjetimperium;3;0
Sozialamt;3;3
Sozialarbeiter;3;0
Sozialhilferecht;3;0
Sozialkapital;3;0
Sozialmissbrauch;3;0
Spammer;3;0
Sparprogramm;3;0
Spatel;3;0
Spaziergänger;3;0
Speichermedium;3;0
Spektrum-Verlag;3;0
Spenden;3;0
Spezialtrupp;3;0
Spiegelbild;3;2
Spielabbruch;3;0
Spielbetrieb;3;0
Spielcharakter;3;0
Spielchen;3;0
Spiele-Hersteller;3;0
Spieleentwickler;3;0
Spielehersteller;3;0
Spieleklassiker;3;0
Spielzeug;3;3
Spitzenpersonal;3;0
Spitzentreffen;3;0
Splitter;3;0
Sportlehrer;3;0
Sportsponsoring;3;0
Sportwagen;3;0
Sprachengebet;3;0
Sprachprozessor;3;0
Sprachrohr;3;0
Sprengel;3;0
Springer-Gutachter;3;0
Spritverbrauch;3;1
Staatsanwalt;3;3
Staatsdiener;3;0
Staatseigentum;3;0
Stadionneubau;3;0
Stadtbetrieb;3;0
Stadtmedienzentrum;3;0
Stall;3;3
Stammler;3;0
Stamm;3;35
Stardust-System;3;0
Starsystem;3;0
Status-Check;3;0
Stehenbleiben;3;0
Stellenangebot;3;1
Stephansdom;3;1
Sternekoch;3;0
Sternzerstörer;3;0
Steuerverfahren;3;0
Stiefvater;3;0
Stiftungskapital;3;0
Stiftungsvermögen;3;0
Stillleben;3;0
Stimmverhalten;3;0
Story;3;0
Strahlenrisiko;3;0
Strategiewechsel;3;0
Streichquartett;3;0
Streifenwagen;3;0
Streikrecht;3;2
Stricken;3;0
Strudel;3;0
Strukturplan;3;0
Studentenstreik;3;0
Studentenwohnheim;3;4
Studienprogramm;3;0
Stufenmodell;3;0
Stäbchen;3;0
Städtenamen;3;0
Stängel;3;0
Stöbern;3;0
Suchmuster;3;0
Sud;3;0
Suezkanal;3;0
Supertrawler;3;0
Symposionsgründer;3;0
Synchronisieren;3;0
Systemerhalt;3;0
Sägewerk;3;0
Säufer;3;0
Söhnchen;3;0
Südwind-Magazin;3;0
Sündenbock;3;0
T-Modell;3;0
TIME-Magazin;3;0
TV-Magazin;3;0
Tabubruch;3;1
Tagebau;3;0
Tagelied;3;4
Tagesbau;3;0
Tannenbaum;3;0
Tanzverbot;3;0
Taschenrechner;3;0
Taschenspielertrick;3;0
Task;3;0
Tassebierset;3;0
Tatbeitrag;3;0
Tattoo;3;0
Taubsein;3;0
Tauschen;3;0
Tauschhandel;3;0
Tausch;3;4
Taxiunternehmen;3;0
Telefonvertrag;3;1
Telekom-Paket;3;0
Term;3;0
Terrarium;3;0
Terrorangriff;3;1
Testament;3;0
Testmuster;3;0
Themenfeld;3;3
Think-Tank;3;0
Thriller;3;0
Thronfolger;3;0
Tierkreiszeichen;3;0
Tierquäler;3;0
Timer;3;0
Tiramisu;3;0
Tod;3;423
Toilettenpapier;3;0
Tonmeister;3;0
Tourismusbüro;3;0
Trainee-Programm;3;0
Traktat;3;1
Traktor;3;0
Trampolin;3;0
Transformator;3;0
Treber;3;0
Treibhauseffekt;3;2
Tribunal-Tempel;3;0
Trickfilmprogramm;3;0
Trigramm;3;0
Trikot;3;0
Trommelfeuer;3;0
Trüffel;3;0
Tumorstadium;3;0
Tunnelbau;3;0
Twitter-User;3;0
Twitter-Wettbewerb;3;0
Türchen;3;0
UN-Bericht;3;0
UN-Umweltprogramm;3;0
US-Account;3;0
US-Handelsministerium;3;0
US-Verteidigungsministerium;3;0
Ultimatum;3;0
Umdrehen;3;0
Umfallen;3;0
Umweg;3;1
Umweltgutachten;3;0
Umweltprogramm;3;0
Underdog;3;0
Unfrieden;3;0
Ungeheuer;3;0
Unterbezirk;3;0
Unterhaltsrecht;3;0
Unterkiefer;3;0
Unternehmensverband;3;1
Unteroffizier;3;0
Unterrichtsblog;3;0
Unterrichtsgespräch;3;0
Unterrichtsinhalt;3;1
Unterscheiden;3;0
Unterscheidungsvermögen;3;0
Unterschenkel;3;0
Untersuchungszeitraum;3;0
Urbeheberrecht;3;0
Urin;3;0
Urnengang;3;0
Vakuum;3;0
Van;3;0
Vaterkonzept;3;0
Verbieten;3;0
Verbrennungsofen;3;0
Verbum;3;0
Verbund;3;7
Verbundsystem;3;0
Verfahrensrecht;3;0
Verhungern;3;0
Verhören;3;0
Verkaufsstart;3;0
Verkehrsentwicklungsplan;3;0
Verkehrslärm;3;0
Verlagsbereich;3;0
Verlegen;3;0
Verlegerverband;3;2
Verlinken;3;0
Vermerk;3;0
Vermitteln;3;0
Vermögenserwerb;3;0
Verschieben;3;0
Verschwörungstheoretiker;3;0
Versteck;3;1
Vertrauensbruch;3;2
Vertreiber;3;0
Verwalter;3;0
Verwaltungsaufwand;3;6
Verwaltungshandeln;3;0
Verwaltungsrecht;3;0
Verwendungszweck;3;0
Verwertungsrecht;3;0
Veröffentlichen;3;0
Vetter;3;0
Videostream;3;0
Vieh;3;0
Vierteiler;3;0
Vikar;3;0
Virenscanner;3;0
Vize-Bundeskanzler;3;0
Volkseinkommen;3;0
Volkszählungsurteil;3;0
Vollmitglied;3;0
Vollzug;3;1
Vorgangspassiv;3;0
Vorgemach;3;0
Vorliegen;3;0
Vorläufer;3;0
Vorposter;3;0
Vorreiter;3;0
Vorsorgeprinzip;3;0
Vorspiel;3;0
Vorstandsmitglied;3;0
Vorteil;3;0
Vortragstitel;3;0
Vorzug;3;0
Vulkanausbruch;3;2
WLAN-Router;3;0
WWF-Wattenmeerbüro;3;0
Wachen;3;0
Wachmann;3;0
Wachpersonal;3;0
Wachsen;3;0
Wachstumstempo;3;0
Waffenarsenal;3;0
Waffenhandel;3;0
Wahlabend;3;0
Wahlerfolg;3;2
Wahlprogrammantrag;3;0
Wahltermin;3;0
Wahlvorgang;3;1
Wald;3;197
Waldschlösschen;3;0
Walfleisch-Skandal;3;0
Wal;3;3
Wandkalender;3;0
Wappen;3;0
Warenverkehr;3;0
Warnmodell;3;0
Wasserschlauch;3;0
Wasserspiegel;3;0
Wassertank;3;0
Wasserzeichen;3;0
Wasserzugang;3;0
Webdesigner;3;0
Webdienstleister;3;0
Webradio;3;0
Webseitenbetreiber;3;0
Webstandard;3;0
Weinkeller;3;0
Weiß-Sein;3;0
Welt-Aids-Tags-Empfang;3;0
Weltfinanzsystem;3;0
Weltfußball;3;0
Weltmeister;3;0
Weltpostverein;3;0
Weltraum-Zeug;3;0
Weltsozialforum;3;0
Weltwasserforum;3;0
Werbedruck;3;0
Werbevideo;3;0
Werkstück;3;1
Wertekanon;3;0
Westbahnhof;3;1
Westler;3;0
Wettkampf;3;5
Wettlesen;3;0
Wettstreit;3;1
Whistleblower-Netzwerk;3;0
Whitepaper;3;0
Wichteln;3;0
Wichtel;3;0
Widerstandsrecht;3;0
Wiederbeleben;3;0
Wiener;3;0
Windspiel;3;0
Winterschlaf;3;0
Winzling;3;0
Wirkungsgrad;3;2
Wirtschaftsflügel;3;0
Wirtschaftsgeschehen;3;0
Wirtschaftsprüfer;3;0
Wissenschaftsminister;3;0
Wissenschaftsportal;3;0
Wissenserwerb;3;0
Wissenwollen;3;0
Wochenbeginn;3;0
Wochenmagazin;3;1
Wohlverhalten;3;0
Wohngebiet;3;7
Wohnturm;3;2
Wohnungshandel;3;0
Wohnungsneubau;3;0
Word-Dokument;3;0
Workaround;3;0
Wortsinn;3;0
Wrestling;3;0
Wächter;3;0
Wäldchen;3;0
Wälzer;3;0
Wärter;3;0
Wörtchen;3;0
Würzen;3;0
ZDF-Magazin;3;0
Zahlungsverkehr;3;0
Zauberlehrling;3;0
Zeigen;3;0
Zeitaufwand;3;4
Zeitmanagement;3;0
Zeitreisen;3;0
Zeppelin;3;0
Zerkleinern;3;0
Zerreden;3;0
Zicklein;3;0
Zirkusdirektor;3;0
Zivilrecht;3;0
Zocken;3;0
Zooplankton;3;0
Zulassen;3;0
Zulassungsverfahren;3;0
Zulieferer;3;0
Zusammenführen;3;0
Zusatzprotokoll;3;0
Zuspruch;3;0
Zweiklassenwohnen;3;0
Zwerchfell;3;0
Zwischentief;3;0
Zyklotron;3;0
Züchter;3;0
Zündschlüssel;3;0
Ökostrom;3;0
Ölfilter;3;0
Ölmulti;3;0
Öltanker;3;0
Überbau;3;0
Überdenken;3;0
AKW-Moratorium;2;0
ARD-Hauptstadtstudio;2;0
ARD-Tatort;2;0
ARM-Prozessor;2;0
AStA-Werbefilm;2;0
Abbrennen;2;0
Abbügeln;2;0
Abendbrot;2;1
Abendplenum;2;0
Abendspaziergang;2;0
Abfallhaufen;2;0
Abgas-Katalysator;2;0
Abgrasen;2;0
Abhängigkeitspotential;2;0
Abiball;2;0
Abkupfern;2;0
Abmahnanwalt;2;0
Abmahnen;2;0
Abmahner;2;0
Abmahnn-Unwesen;2;0
Abmahnunwesen;2;0
Abmahnwahn;2;0
Abnabeln;2;0
Abo-Modell;2;0
Abo-Sender;2;0
Abpausen;2;0
Abrechnungszeitraum;2;0
Abschießen;2;0
Abschlepper;2;0
Abschlussdokument;2;0
Abschlussjahrgang;2;0
Abschmieren;2;0
Abspielbalken;2;0
Abspielgerät;2;5
Abstand;2;5
Abstimmungsgebiet;2;0
Abstrahieren;2;0
Abtasten;2;0
Abwehrsystem;2;0
Abwurf;2;1
Accountblock;2;0
Achtklässler;2;0
Action-Thriller;2;0
Adapterkabel;2;0
Adlerfarn;2;0
Administrationskonto;2;0
Adoptivrecht;2;0
Adrenalin;2;0
Adventure-Spiel;2;1
Afghanistan-Engagement;2;0
Afghanistan-Feldzug;2;0
Afghanistan-Krieg;2;5
Afghanistan-Mandat;2;0
Aggiornamento;2;0
Aggressor;2;0
Agitator;2;0
Agitprop-Artikel;2;0
Agrarblatt;2;0
Agro-Konzern;2;0
Ahornbaum;2;0
Aids-Erreger;2;0
Aids-Leugner;2;0
Aids-Plan;2;0
Airpark;2;0
Airplay;2;0
Airport;2;0
Akkord;2;0
Akkreditierungsverfahren;2;0
Akronym;2;0
Aktenalltag;2;0
Aktienhandel;2;0
Aktions-Banner;2;0
Aktionskünstler;2;0
Aktivieren;2;0
Akzeptieren;2;0
Al-Qaida-Firmengeflecht;2;0
Albtrauf;2;0
Algen-Beispiel;2;0
Alkoholladen;2;0
Alleinherrscher;2;0
Allensbach-Institut;2;0
Allgemeinbildungssystem;2;0
Allgemeingut;2;0
Alltagleben;2;0
Alltagsgeschehen;2;0
Alltagsmedium;2;0
Allvater;2;0
Almkanal;2;0
Almosenempfänger;2;0
Alpenraum;2;1
Alpha-Verkehrsmittel;2;0
Alt-Neckar;2;0
Altbundeskanzler;2;0
Altenbetreuungszentrum;2;0
Altenwohnheim;2;1
Altkaiser;2;0
Altkanzler;2;0
Altmühltal;2;0
Altpapier;2;0
Altstadtkern;2;0
Altweibersommer;2;0
Amantkamm;2;5
Ampelsystem;2;0
Amtsankläger;2;0
Amtsmissbrauch;2;0
Amtsschimmel;2;0
Amtsvorsteher;2;0
Analphabetentum;2;0
Analytiker;2;0
Anarchiegleichgewicht;2;0
Anbieten;2;0
Android-Betriebssystem;2;0
Android-Lager;2;0
Android-Markt;2;3
Anfangsverdacht;2;0
Anforderungsprofil;2;0
Angekommensein;2;0
